Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Bsmt Bath,Bath AbvGr,Total SF,Overall Qu Co Avg,Age Sold,Remodel Age,Second Story
1596,923225200,160,RM,41,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,318,Unf,0,232,550,GasA,TA,Y,SBrkr,925,550,0,1475,4,1,TA,8.0,Typ,1,TA,Attchd,1976,Unf,1.0,336.0,TA,TA,Y,92,26,0,0,0,0,NA,NA,NA,0,5,2008,WD ,129500,0.0,2.0,2025,6.0,32,32,0
264,907250030,20,RL,80,10389,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320,Gd,TA,PConc,Gd,TA,No,GLQ,1682,Unf,0,296,1978,GasA,Ex,Y,SBrkr,1978,0,0,1978,3,1,Gd,10.5,Typ,1,Gd,Attchd,2003,RFn,3.0,850.0,TA,TA,Y,188,25,0,0,0,0,NA,NA,NA,0,5,2010,WD ,318000,1.0,2.5,3956,6.5,7,7,1
451,528172060,20,RL,70,9658,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1598,1598,GasA,Gd,Y,SBrkr,1606,0,0,1606,3,1,Gd,8.0,Typ,1,Gd,Attchd,2006,RFn,3.0,871.0,TA,TA,Y,230,60,0,0,0,0,NA,NA,NA,0,7,2009,WD ,255900,0.0,2.0,3204,6.5,3,3,1
536,531363050,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,3,1,Gd,6.5,Typ,0,NA,NA,2009,NA,0.0,0.0,NA,NA,Y,0,50,0,0,0,0,NA,NA,NA,0,8,2009,WD ,143500,0.0,1.5,2316,5.5,5,5,1
43,528138020,20,RL,79,14122,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240,Gd,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1794,1822,GasA,Ex,Y,SBrkr,1822,0,0,1822,3,1,Ex,10.0,Typ,1,Gd,Attchd,2005,RFn,3.0,678.0,TA,TA,Y,0,119,0,0,0,0,NA,NA,NA,0,2,2010,WD ,259000,0.0,2.0,3644,6.5,5,4,1
2223,909428120,20,RL,0,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,GasA,TA,Y,SBrkr,2259,0,0,2259,3,1,Gd,9.0,Typ,2,Gd,Basment,1953,Unf,2.0,450.0,TA,TA,Y,166,120,192,0,0,0,NA,MnPrv,NA,0,10,2007,COD,217000,1.0,2.0,4068,5.5,54,54,1
2009,903206170,50,RL,70,8737,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,300,Unf,0,765,1065,GasA,Ex,Y,FuseA,915,720,0,1635,3,1,TA,7.5,Typ,1,Gd,Detchd,1950,Unf,2.0,440.0,TA,TA,Y,0,38,0,144,0,0,NA,NA,NA,0,5,2007,WD ,210000,0.0,1.5,2700,6.5,84,57,0
394,527402220,20,RL,0,8750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,3,1,TA,6.0,Typ,0,NA,Detchd,1973,Unf,2.0,902.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD ,148500,1.0,1.0,2004,5.5,39,39,1
1738,528222050,60,RL,73,8499,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,616,616,GasA,Ex,Y,SBrkr,616,796,0,1412,3,1,Gd,8.5,Typ,1,Gd,BuiltIn,2007,Fin,2.0,432.0,TA,TA,Y,0,36,0,0,0,0,NA,NA,NA,0,3,2007,New,156932,0.0,2.5,2028,5.5,1,0,0
1196,534225110,90,RL,72,11072,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1728,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,6,2,TA,12.0,Typ,0,NA,Detchd,1987,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD ,145000,0.0,2.0,3456,5.0,43,43,1
828,906380210,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,902,Unf,0,380,1282,GasA,Ex,Y,SBrkr,1290,0,0,1290,2,1,Gd,8.0,Typ,1,Gd,Attchd,2007,RFn,2.0,662.0,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,200000,1.0,2.0,2572,6.0,2,2,1
1694,528106110,20,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430,Unf,0,564,1994,GasA,Ex,Y,SBrkr,2046,0,0,2046,2,1,Ex,9.5,Typ,2,Gd,Attchd,2005,Fin,3.0,878.0,TA,TA,Y,188,65,0,0,175,0,NA,NA,NA,0,8,2007,WD ,450000,1.0,2.5,4040,7.5,2,1,1
571,533213040,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,3,1,TA,8.5,Typ,0,NA,Detchd,1999,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,3,2009,WD ,172500,0.0,2.5,2200,5.5,10,10,0
1192,534177180,60,RL,90,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,956,Rec,182,384,1522,GasA,TA,Y,SBrkr,1548,1066,0,2614,4,1,TA,11.5,Typ,1,TA,Attchd,1974,RFn,2.0,624.0,TA,TA,Y,38,243,0,0,0,0,NA,NA,NA,0,6,2008,WD ,240000,0.0,2.5,4136,6.5,34,11,0
1806,528482090,60,FV,102,11143,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,886,0,2466,4,1,Gd,11.0,Typ,1,Gd,Attchd,2004,RFn,2.0,610.0,TA,TA,Y,159,214,0,0,0,0,NA,NA,NA,0,12,2007,WD ,340000,0.0,3.0,4046,6.5,3,2,0
962,916386140,20,RL,73,8925,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1450,1466,GasA,Ex,Y,SBrkr,1466,0,0,1466,3,1,Gd,9.0,Typ,0,NA,Attchd,2007,Fin,3.0,610.0,TA,TA,Y,100,18,0,0,0,0,NA,NA,NA,0,7,2009,WD ,201000,0.0,2.0,2932,6.5,2,2,1
2142,907203110,20,RL,120,10356,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,3,1,TA,6.5,Typ,0,NA,Attchd,1975,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD ,122000,0.0,1.5,1938,5.5,32,32,1
1648,527302090,20,RL,93,12299,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67,TA,TA,CBlock,Gd,TA,No,GLQ,1328,Unf,0,201,1529,GasA,TA,Y,SBrkr,1664,0,0,1664,3,1,Gd,9.0,Typ,1,TA,Attchd,1978,Fin,2.0,663.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD ,213000,1.0,2.0,3193,6.5,29,22,1
618,534475250,20,RL,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0,Gd,TA,CBlock,TA,TA,No,Rec,1173,Unf,0,507,1680,GasA,TA,Y,SBrkr,1691,0,0,1691,2,1,TA,6.0,Typ,0,NA,Attchd,1967,Unf,2.0,550.0,Gd,TA,Y,0,67,260,0,0,0,NA,MnPrv,NA,0,4,2009,WD ,175000,1.0,1.0,3371,5.5,42,42,1
2108,906380200,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,1208,2,1,Gd,8.0,Typ,0,NA,Attchd,2007,RFn,2.0,628.0,TA,TA,Y,105,54,0,0,0,0,NA,NA,NA,0,9,2007,New,195400,1.0,2.0,2416,6.0,0,0,1
772,905103070,20,RL,75,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172,TA,TA,CBlock,TA,TA,No,BLQ,527,Unf,0,525,1052,GasA,TA,Y,SBrkr,1052,0,0,1052,3,1,TA,7.5,Typ,1,Po,Attchd,1984,Fin,1.0,668.0,TA,TA,Y,0,215,0,0,0,0,NA,NA,NA,0,4,2009,WD ,113500,0.0,1.5,2104,5.5,42,42,1
2672,903202120,50,RL,65,6435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,GasA,Gd,Y,SBrkr,972,605,0,1577,3,1,Fa,7.0,Typ,1,Gd,Detchd,1939,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD ,140200,0.0,1.0,2549,5.5,67,56,0
2492,532376180,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90,TA,TA,CBlock,TA,TA,No,BLQ,162,Rec,270,450,882,GasA,TA,Y,SBrkr,909,0,0,909,3,1,TA,6.0,Typ,0,NA,Attchd,1968,Unf,1.0,294.0,TA,TA,Y,0,155,0,0,0,0,NA,MnPrv,NA,0,11,2006,COD,116000,0.0,1.0,1791,5.5,38,38,1
2903,921205050,20,RL,88,11577,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382,Ex,TA,PConc,Gd,TA,Gd,GLQ,1455,Unf,0,383,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,3,1,Ex,11.0,Typ,1,Gd,Attchd,2005,Fin,3.0,682.0,TA,TA,Y,161,225,0,0,0,0,NA,NA,NA,0,9,2006,New,359900,1.0,2.0,3676,7.0,1,0,1
2783,907201160,60,RL,50,8340,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,0,166,675,GasA,TA,Y,SBrkr,686,702,0,1388,3,1,TA,7.5,Typ,0,NA,Attchd,1977,Unf,1.0,317.0,TA,TA,Y,406,36,0,0,0,0,NA,NA,NA,0,12,2006,WD ,157500,0.0,1.5,2063,6.0,29,29,0
786,905401100,20,RL,0,10708,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,LwQ,379,BLQ,768,470,1617,GasA,Ex,Y,FuseA,1867,0,0,1867,2,1,TA,8.0,Typ,3,Gd,Attchd,1955,Fin,1.0,303.0,TA,TA,Y,476,0,0,0,142,0,NA,GdWo,NA,0,11,2009,COD,190000,1.0,1.0,3484,5.0,54,16,1
740,903230100,30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,2,1,Fa,6.0,Min1,0,NA,Detchd,1965,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD ,100000,0.0,1.0,2446,5.0,85,59,1
2546,534403280,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,Y,SBrkr,1251,0,0,1251,3,1,TA,7.0,Typ,2,Gd,Attchd,1964,RFn,1.0,461.0,TA,TA,Y,0,116,0,0,0,0,NA,MnPrv,Shed,700,3,2006,WD ,160000,1.0,1.0,2502,6.0,42,42,1
851,907194160,20,RL,65,10739,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Gd,TA,PConc,Gd,TA,No,GLQ,1259,Unf,0,172,1431,GasA,Ex,Y,SBrkr,1444,0,0,1444,3,1,Gd,8.0,Typ,0,NA,Attchd,2002,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,0,NA,NA,NA,0,4,2009,WD ,203000,1.0,2.0,2875,6.0,7,8,1
1833,533120030,60,RL,0,9572,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2810,4,1,Gd,11.5,Typ,1,Ex,Attchd,1990,RFn,2.0,750.0,Gd,Gd,Y,500,0,0,0,0,0,NA,NA,NA,0,6,2007,WD ,302000,0.0,2.5,4263,6.5,17,17,0
76,531451110,120,RL,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,923,GasA,TA,Y,SBrkr,923,0,0,923,2,1,TA,7.0,Typ,1,TA,Attchd,1980,RFn,1.0,264.0,TA,TA,Y,80,0,0,0,0,0,NA,NA,NA,0,5,2010,WD ,143000,0.0,2.0,1846,5.5,30,30,1
2151,907270040,60,RL,66,16226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,1028,GasA,Ex,Y,SBrkr,1210,1242,0,2452,4,1,Gd,11.5,Typ,1,TA,BuiltIn,1998,Fin,2.0,683.0,TA,TA,Y,208,50,0,0,0,0,NA,NA,NA,0,5,2007,WD ,267000,0.0,2.5,3480,6.5,9,8,0
1880,534252070,90,RL,0,10899,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,N,SBrkr,1224,0,0,1224,2,2,TA,10.0,Typ,0,NA,CarPort,1964,Unf,3.0,530.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD ,103000,0.0,2.0,1224,4.5,43,43,1
2907,923203100,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,2,1,TA,7.0,Typ,0,NA,Attchd,1998,Fin,2.0,405.0,TA,TA,Y,0,199,0,0,0,0,NA,NA,NA,0,3,2006,WD ,153500,1.0,2.0,2574,5.5,8,8,1
1831,532479120,85,RL,0,16647,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,1701,0,0,1701,3,1,TA,8.0,Min2,2,TA,Basment,1975,Fin,2.0,611.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2007,WD ,171000,1.0,2.0,3091,5.0,32,26,1
2836,908227030,50,RL,62,8707,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1093,1093,GasA,TA,N,FuseF,1093,576,0,1669,4,1,TA,10.5,Min2,0,NA,Attchd,1924,Unf,1.0,288.0,Fa,TA,Y,0,0,56,0,0,0,NA,NA,NA,0,5,2006,WD ,107000,0.0,1.5,2762,4.5,82,56,0
1955,535403030,20,RL,66,8300,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86,TA,TA,CBlock,TA,TA,Mn,Rec,952,Unf,0,0,952,GasA,Gd,Y,SBrkr,952,0,0,952,3,1,TA,6.0,Typ,0,NA,Attchd,1968,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2007,WD ,128500,1.0,1.0,1904,6.0,39,39,1
1926,535179120,20,RL,72,9770,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,512,Unf,0,410,922,GasA,TA,Y,FuseA,922,0,0,922,2,1,TA,6.0,Typ,0,NA,Attchd,1957,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,0,0,NA,GdWo,NA,0,4,2007,WD ,116000,1.0,1.0,1844,5.0,50,50,1
2924,923250060,20,RL,80,17400,Pave,NA,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,ALQ,936,Unf,0,190,1126,GasA,Fa,Y,SBrkr,1126,0,0,1126,3,1,TA,7.0,Typ,1,Gd,Attchd,1977,RFn,2.0,484.0,TA,TA,P,295,41,0,0,0,0,NA,NA,NA,0,5,2006,WD ,160000,1.0,2.0,2252,5.0,29,29,1
1003,527145090,120,RL,39,5070,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1280,1280,GasA,Ex,Y,SBrkr,1280,0,0,1280,2,1,Gd,7.0,Typ,0,NA,Attchd,1992,RFn,2.0,506.0,TA,TA,Y,0,82,0,0,144,0,NA,NA,NA,0,8,2008,WD ,180000,0.0,2.0,2560,6.5,16,16,1
1667,527404050,20,RL,66,7920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,TA,TA,CBlock,TA,TA,No,ALQ,81,GLQ,619,214,914,GasA,Ex,Y,SBrkr,914,0,0,914,3,1,Ex,6.0,Typ,0,NA,Attchd,1970,RFn,1.0,368.0,TA,Gd,Y,120,0,0,0,0,0,NA,NA,NA,0,10,2007,WD ,133000,0.0,1.0,1828,5.0,37,5,1
2905,923202025,90,RM,78,7020,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200,TA,Gd,PConc,Gd,TA,Gd,GLQ,1243,Unf,0,45,1288,GasA,Gd,Y,SBrkr,1368,0,0,1368,2,2,TA,10.0,Typ,0,NA,Attchd,1997,Fin,4.0,784.0,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,11,2006,WD ,215000,2.0,2.0,2656,6.0,9,9,1
921,909276110,70,RL,0,7500,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,3,1,Gd,8.0,Typ,2,Gd,Attchd,1942,Unf,1.0,213.0,TA,TA,P,0,0,0,0,224,0,NA,NA,NA,0,11,2009,WD ,177500,0.0,1.0,2265,6.5,67,59,0
1780,528431030,20,RL,76,10612,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248,Gd,TA,PConc,Gd,TA,Mn,GLQ,28,Unf,0,1496,1524,GasA,Gd,Y,SBrkr,1534,0,0,1534,3,1,Gd,9.0,Typ,1,Gd,Attchd,2006,Fin,2.0,484.0,TA,TA,Y,168,46,0,0,0,0,NA,NA,NA,0,1,2007,WD ,215000,0.0,2.0,3058,6.5,1,1,1
746,903234220,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,273,Unf,0,679,952,GasA,TA,Y,FuseA,994,588,0,1582,3,1,TA,8.0,Typ,1,Gd,Detchd,1938,Unf,1.0,250.0,Fa,TA,Y,189,0,34,150,0,0,NA,NA,NA,0,2,2009,WD ,150000,0.0,2.0,2534,5.5,71,59,0
254,906402200,60,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1990,1990,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,GasA,Gd,Y,SBrkr,1699,1523,0,3222,5,1,Gd,14.0,Typ,2,TA,Attchd,1990,Unf,3.0,594.0,TA,TA,Y,367,0,0,0,0,0,NA,NA,NA,0,5,2010,WD ,320000,1.0,3.0,4895,6.0,20,20,0
606,534400050,20,RL,100,10004,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,1516,0,0,1516,3,1,TA,7.5,Typ,0,NA,Attchd,1964,RFn,2.0,472.0,TA,TA,Y,0,0,0,0,152,0,NA,NA,NA,0,2,2009,WD ,167000,0.0,1.5,3032,6.0,45,45,1
2703,904301410,30,RL,55,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,N,SBrkr,1032,0,0,1032,2,1,TA,7.0,Typ,1,TA,Detchd,1939,Unf,1.0,260.0,TA,TA,Y,0,0,121,0,0,0,NA,NA,NA,0,6,2006,WD ,125000,0.0,1.0,1032,6.0,71,56,1
